days,fips,tot_cases,new_case,new_death,retail_and_recreation_%change,grocery_and_pharmacy_%change,parks_%change,transit_stations_%change,workplaces_%change,residential_%change,actual deaths,predicted deaths,% error,%accuracy,predicted rounded,predicted %error,predicted %accuracy
306,47,261426,754,0,-8,-1,38,-12,-16,2,3353,3417.499,1.923620638,98.07637936,3417,1.908738443,98.09126156
201,13,145038,3193,5,-15,-4,51,-31,-21,4,3173,3176.004,0.09467381,99.90532619,3176,0.094547747,99.90545225
282,21,77455,868,11,-11,0,77,-3,-29,6,1234,1352.841,9.630551053,90.36944895,1353,9.643435981,90.35656402
270,21,66036,970,5,-11,4,175,3,-7,0,1154,1169.008,1.300519931,98.69948007,1169,1.29982669,98.70017331
268,13,327158,1608,49,-17,-11,-24,-33,-32,11,6822,6766.381,0.815288772,99.18471123,6766,0.820873644,99.17912636
104,21,2048,85,7,-37,-13,-16,-39,-46,19,104,90.106,13.35961538,86.64038462,90,13.46153846,86.53846154
251,37,181070,1039,7,-12,-1,134,-31,-69,14,2897,3009.716,3.890783569,96.10921643,3010,3.900586814,96.09941319
176,13,69639,1835,11,-10,-3,25,-33,-36,11,2698,2738.252,1.491919941,98.50808006,2738,1.482579689,98.51742031
326,28,143180,779,19,-11,-4,19,19,-11,2,3676,3578.266,2.658705114,97.34129489,3578,2.66594124,97.33405876
302,51,178183,1429,20,-12,-3,40,-31,-34,10,3636,3621.234,0.406105611,99.59389439,3621,0.412541254,99.58745875
112,1,5668,244,33,-23,-4,18,-23,-38,15,180,194.66,8.144444444,91.85555556,195,8.333333333,91.66666667
102,47,4863,0,2,-40,2,11,-36,-33,10,100,99.636,0.364,99.636,100,0,100
300,21,97866,924,3,-14,-5,12,-7,-26,8,1410,1692.345,20.02446809,79.97553191,1692,20,80
190,21,17919,400,6,-4,8,97,-5,-32,8,608,619.728,1.928947368,98.07105263,620,1.973684211,98.02631579
314,51,194913,1435,13,-17,-8,29,-36,-32,11,3726,3731.801,0.155689748,99.84431025,3732,0.161030596,99.8389694
168,47,31830,670,10,2,7,108,-12,-28,7,493,501.588,1.74198783,98.25801217,502,1.825557809,98.17444219
297,28,115088,1212,17,-13,-11,6,1,-19,4,3255,3244.683,0.316958525,99.68304147,3245,0.307219662,99.69278034
303,45,174591,1100,13,-9,-7,-1,-7,-27,7,3889,3824.533,1.657675495,98.34232451,3825,1.645667267,98.35433273
90,28,937,90,4,-26,-6,4,-23,-34,13,20,20.594,2.97,97.03,21,5,95
242,51,119747,938,1,-19,-4,46,-22,-14,5,2569,2550.457,0.721798365,99.27820163,2550,0.739587388,99.26041261
317,28,131970,1305,5,-12,-8,9,3,-18,5,3519,3456.82,1.766979255,98.23302074,3457,1.761864166,98.23813583
154,28,16322,301,14,5,8,43,3,-25,7,782,738.046,5.620716113,94.37928389,738,5.626598465,94.37340153
103,28,2942,300,5,-63,-44,-50,-49,-43,14,98,82.16,16.16326531,83.83673469,82,16.32653061,83.67346939
278,37,217496,610,5,-11,-2,35,-21,-15,1,3634,3590.473,1.197771051,98.80222895,3590,1.210787012,98.78921299
334,51,237836,1893,4,-20,-12,19,-18,-15,5,4062,3909.563,3.752757262,96.24724274,3910,3.741999015,96.25800098
152,21,9704,0,0,-9,10,153,-4,-13,2,431,427.193,0.883294664,99.11670534,427,0.928074246,99.07192575
188,13,97534,1642,18,-12,-4,20,-32,-41,11,2878,2642.233,8.192043085,91.80795691,2642,8.200138985,91.79986101
234,51,112072,1212,7,-15,-5,74,-31,-39,11,2443,2446.009,0.123168236,99.87683176,2446,0.122799836,99.87720016
110,1,4946,223,52,-45,-24,-44,-45,-37,12,165,172.97,4.83030303,95.16969697,173,4.848484848,95.15151515
174,28,22287,1646,40,-4,0,17,2,-28,7,978,895.825,8.402351738,91.59764826,896,8.384458078,91.61554192
325,1,228373,2463,32,-12,-4,7,-7,-21,6,3451,3422.896,0.814372646,99.18562735,3423,0.811359026,99.18864097
268,1,148206,1053,-8,-17,-10,-14,-12,-25,8,2480,2497.303,0.697701613,99.30229839,2497,0.685483871,99.31451613
218,51,95867,818,25,-9,0,79,-31,-41,11,2299,2167.118,5.736494128,94.26350587,2167,5.741626794,94.25837321
293,13,364909,1134,19,-14,-6,35,-30,-28,7,7657,7543.801,1.478372731,98.52162727,7544,1.475773802,98.5242262
109,21,2707,185,7,-34,-3,67,-29,-29,9,144,142.431,1.089583333,98.91041667,142,1.388888889,98.61111111
278,12,707751,1813,43,-23,-15,-44,-42,-22,5,14671,14603.678,0.458878059,99.54112194,14604,0.456683253,99.54331675
210,1,82530,1260,1,-9,-1,24,-4,-30,9,1493,1601.274,7.252109846,92.74789015,1601,7.233757535,92.76624246
118,21,4146,72,5,-20,-1,55,-27,-42,15,213,214.329,0.623943662,99.37605634,214,0.469483568,99.53051643
311,51,190874,2103,22,-17,-8,41,-32,-32,11,3704,3682.212,0.588228942,99.41177106,3682,0.593952484,99.40604752
90,45,925,151,2,-30,-8,-1,-30,-36,13,18,15.669,12.95,87.05,16,11.11111111,88.88888889
83,47,615,110,0,-32,-2,-16,-27,-34,15,2,5.78,189,-89,6,200,-100
189,47,53514,1359,12,-1,5,103,-9,-33,8,665,695.223,4.54481203,95.45518797,695,4.511278195,95.4887218
266,21,62731,814,7,-11,0,79,-4,-28,6,1119,1131.757,1.140035746,98.85996425,1132,1.161751564,98.83824844
320,21,137586,1449,3,-17,-3,16,-6,-13,4,1661,2021.435,21.69987959,78.30012041,2021,21.67369055,78.32630945
274,45,147942,308,19,-5,-3,23,-6,-25,5,3378,3352.826,0.745233866,99.25476613,3353,0.740082889,99.25991711
223,51,101746,996,17,-12,-4,69,-34,-39,11,2344,2318.977,1.06753413,98.93246587,2319,1.066552901,98.9334471
246,37,173509,1216,38,-12,-4,45,-25,-33,8,2779,2782.269,0.117632242,99.88236776,2782,0.107952501,99.8920475
265,12,677362,1671,21,-24,-17,-32,-40,-33,9,13317,13276.146,0.306780806,99.69321919,13276,0.30787715,99.69212285
287,12,729591,2657,119,-22,-13,-21,-37,-30,8,15531,15495.116,0.231047582,99.76895242,15495,0.231794476,99.76820552
142,51,34950,813,37,-27,-6,14,-41,-45,18,1136,1173.137,3.269102113,96.73089789,1173,3.257042254,96.74295775
90,13,3224,389,19,-34,-10,2,-47,-44,16,103,52.943,48.59902913,51.40097087,53,48.54368932,51.45631068
145,51,37727,1483,37,-29,-7,62,-40,-27,7,1208,1309.494,8.401821192,91.59817881,1309,8.360927152,91.63907285
277,12,705938,2726,74,-22,-14,-33,-42,-19,4,14628,14539.837,0.602700301,99.3972997,14540,0.601585999,99.398414
86,45,456,32,2,-31,-6,-5,-24,-35,15,9,8.482,5.755555556,94.24444444,8,11.11111111,88.88888889
101,37,3908,257,9,-36,-6,12,-52,-57,21,74,85.685,15.79054054,84.20945946,86,16.21621622,83.78378378
253,12,644781,2006,200,-24,-17,-29,-42,-33,9,12115,12145.718,0.253553446,99.74644655,12146,0.255881139,99.74411886
175,37,54470,854,28,-9,3,77,-21,-34,10,1251,1232.683,1.464188649,98.53581135,1233,1.438848921,98.56115108
205,12,385091,10171,173,-25,-16,-31,-43,-37,13,5518,5697.671,3.256089163,96.74391084,5698,3.262051468,96.73794853
109,47,6763,433,4,-33,-4,2,-28,-27,9,145,160.978,11.01931034,88.98068966,161,11.03448276,88.96551724
252,12,642775,1797,44,-25,-15,-30,-38,-35,9,11915,11757.186,1.324498531,98.67550147,11757,1.326059589,98.67394041
88,13,2592,225,14,-39,-10,14,-43,-28,12,79,46.735,40.84177215,59.15822785,47,40.50632911,59.49367089
190,45,48909,1557,38,-5,2,36,-1,-32,9,884,1013.884,14.69276018,85.30723982,1014,14.70588235,85.29411765
228,45,105882,1041,56,-12,0,50,3,-13,3,2260,2098.015,7.167477876,92.83252212,2098,7.168141593,92.83185841
330,21,166139,3301,26,-5,27,1,-6,-38,9,1835,2018.82,10.01743869,89.98256131,2019,10.02724796,89.97275204
330,12,946956,8126,97,-4,15,-20,-24,-37,7,18254,18130.358,0.677341952,99.32265805,18130,0.679303166,99.32069683
222,1,101334,981,17,-11,1,49,5,-17,3,1768,1969.051,11.3716629,88.6283371,1969,11.36877828,88.63122172
180,1,36350,1245,1,-10,1,58,11,-13,3,924,926.339,0.253138528,99.74686147,926,0.216450216,99.78354978
101,47,4863,228,4,-36,-5,-5,-39,-53,20,98,104.985,7.12755102,92.87244898,105,7.142857143,92.85714286
153,12,55415,651,9,-21,-9,-24,-42,-33,11,2460,2459.421,0.023536585,99.97646341,2459,0.040650407,99.95934959
274,28,98886,696,10,-4,-3,20,9,-19,3,2979,2997.831,0.632124874,99.36787513,2998,0.637797919,99.36220208
214,51,91782,981,3,-16,3,93,-16,-13,4,2218,2050.769,7.539720469,92.46027953,2051,7.529305681,92.47069432
102,51,5077,568,9,-40,-9,17,-49,-36,13,130,107.937,16.97153846,83.02846154,108,16.92307692,83.07692308
149,1,16729,467,10,-6,7,31,-4,-28,10,594,643.781,8.380639731,91.61936027,644,8.417508418,91.58249158
154,21,10185,139,3,-5,12,95,-10,-32,9,442,444.858,0.646606335,99.35339367,445,0.678733032,99.32126697
257,47,171824,933,14,-12,-3,49,-12,-18,2,2078,2281.812,9.808084697,90.1919153,2282,9.817131858,90.18286814
125,51,19492,0,0,-26,-7,39,-45,-45,17,684,661.345,3.312134503,96.6878655,661,3.362573099,96.6374269
242,12,612206,3132,148,-26,-16,-22,-45,-20,5,11105,11030.096,0.674506979,99.32549302,11030,0.675371454,99.32462855
248,47,160597,1051,22,-7,0,83,-6,-30,5,1837,1875.439,2.092487752,97.90751225,1875,2.068590093,97.93140991
302,21,101494,1857,14,-13,-1,31,-7,-25,7,1442,1556.884,7.966990291,92.03300971,1557,7.975034674,92.02496533
246,21,49991,806,18,-10,1,64,-8,-30,7,966,976.151,1.050828157,98.94917184,976,1.035196687,98.96480331
103,13,12203,157,15,-63,-42,-57,-65,-49,14,447,313.254,29.92080537,70.07919463,313,29.97762864,70.02237136
267,28,95310,737,4,-11,-9,0,1,-20,6,2874,2914.912,1.423521225,98.57647878,2915,1.426583159,98.57341684
320,13,424989,2084,1,-14,-7,13,-29,-16,3,8957,8960.807,0.04250307,99.95749693,8961,0.04465781,99.95534219
321,51,206763,2125,30,-17,-6,13,-36,-32,11,3835,3825.43,0.249543677,99.75045632,3825,0.260756193,99.73924381
122,13,26176,935,56,-21,-2,45,-41,-43,15,1167,1022.962,12.34258783,87.65741217,1023,12.33933162,87.66066838
160,51,51738,487,19,-16,-3,70,-35,-38,13,1496,1537.372,2.765508021,97.23449198,1537,2.740641711,97.25935829
288,37,236407,1926,40,-11,-3,49,-23,-29,7,3856,3843.81,0.316130705,99.68386929,3844,0.31120332,99.68879668
92,13,4806,570,24,-30,1,-5,-44,-47,18,154,100.959,34.44220779,65.55779221,101,34.41558442,65.58441558
262,45,136318,872,19,-9,-4,23,-7,-26,5,3177,3016.996,5.036323576,94.96367642,3017,5.036197671,94.96380233
226,37,142636,1978,38,-12,-2,41,-24,-35,9,2287,2254.407,1.425142108,98.57485789,2254,1.442938347,98.55706165
178,21,14859,242,7,-9,6,141,-3,-32,8,553,553.234,0.042314647,99.95768535,553,0,100
206,21,25931,784,7,-11,3,135,-6,-32,8,691,699.278,1.197973951,98.80202605,699,1.157742402,98.8422576
95,13,6353,422,10,-50,-18,-18,-53,-36,16,208,122.821,40.95144231,59.04855769,123,40.86538462,59.13461538
164,28,19348,865,21,-4,2,50,2,-26,6,889,791.304,10.98942632,89.01057368,791,11.02362205,88.97637795
188,51,66740,638,28,-11,-1,75,-29,-42,12,1881,1899.175,0.966241361,99.03375864,1899,0.956937799,99.0430622
238,21,44568,669,10,-12,1,80,-9,-32,7,895,897.388,0.266815642,99.73318436,897,0.223463687,99.77653631
228,37,145508,1662,30,-16,-3,41,-20,-15,4,2343,2334.413,0.366495945,99.63350405,2334,0.384122919,99.61587708
113,28,5153,437,18,-18,-2,-5,-21,-38,14,201,189.062,5.939303483,94.06069652,189,5.970149254,94.02985075
260,13,313535,2669,21,-16,-12,-8,-36,-33,10,6419,6315.196,1.617136626,98.38286337,6315,1.620190061,98.37980994
248,13,290938,2298,63,-11,-4,56,-23,-35,7,5931,5891.176,0.671455067,99.32854493,5891,0.674422526,99.32557747
122,12,34728,1038,46,-36,-13,-27,-51,-43,18,1314,1320.642,0.505479452,99.49452055,1321,0.532724505,99.46727549
300,13,377553,1346,18,-15,-6,25,-30,-28,7,7827,7818.019,0.114743835,99.88525616,7818,0.114986585,99.88501342
139,45,8942,126,6,-10,-1,15,-14,-30,11,391,392.402,0.358567775,99.64143223,392,0.255754476,99.74424552
284,21,79445,989,7,-12,2,111,6,-9,2,1249,1346.448,7.802081665,92.19791833,1346,7.76621297,92.23378703
195,37,87756,1846,7,-9,2,77,-23,-35,9,1510,1583.241,4.850397351,95.14960265,1583,4.834437086,95.16556291
300,51,175409,1134,19,-16,-6,24,-34,-32,11,3600,3611.032,0.306444444,99.69355556,3611,0.305555556,99.69444444
134,13,33331,558,41,-16,-2,32,-39,-40,14,1505,1439.251,4.368704319,95.63129568,1439,4.38538206,95.61461794
324,37,325158,4296,38,-15,-2,2,-31,-28,9,4936,4920.17,0.320705024,99.67929498,4920,0.324149109,99.67585089
191,12,229367,8891,56,-22,-10,-12,-39,-36,12,4009,4070.756,1.540434023,98.45956598,4071,1.546520329,98.45347967
192,21,18670,425,8,-10,5,127,-4,-33,8,620,631.476,1.850967742,98.14903226,631,1.774193548,98.22580645
297,47,241513,3606,65,-10,-5,64,-9,-24,5,3076,3164.113,2.86453186,97.13546814,3164,2.860858257,97.13914174
213,13,190734,4308,81,-11,-3,63,-30,-37,9,3752,3679.505,1.93216951,98.06783049,3680,1.918976546,98.08102345
221,45,99460,1241,45,-10,3,80,7,-11,2,2007,1859.065,7.370951669,92.62904833,1859,7.374190334,92.62580967
190,1,46991,1170,25,-3,3,40,1,-31,8,1057,1055.753,0.117975402,99.8820246,1056,0.094607379,99.90539262
121,1,7306,201,20,-18,3,15,-18,-37,14,280,262.443,6.270357143,93.72964286,262,6.428571429,93.57142857
103,12,19337,892,15,-66,-49,-63,-69,-50,15,461,581.78,26.19956616,73.80043384,582,26.2472885,73.7527115
293,1,173485,859,1,-12,-4,18,-8,-22,5,2789,2792.771,0.135209753,99.86479025,2793,0.143420581,99.85657942
155,45,12651,236,17,2,8,49,3,-28,8,518,554.168,6.982239382,93.01776062,554,6.94980695,93.05019305
87,37,764,128,1,-35,-6,38,-45,-39,16,3,6.4,113.3333333,-13.33333333,6,100,0
249,37,178932,1586,50,-12,2,121,-14,-16,1,2889,2643.749,8.489131187,91.51086881,2644,8.48044306,91.51955694
250,37,180031,1099,1,-9,1,105,-23,-19,1,2890,2921.089,1.075743945,98.92425606,2921,1.07266436,98.92733564
235,51,112072,0,0,-18,-1,88,-18,-13,3,2443,2391.777,2.096725338,97.90327466,2392,2.087597217,97.91240278
223,21,35254,272,2,-9,0,65,-9,-32,9,775,821.658,6.020387097,93.9796129,822,6.064516129,93.93548387
218,45,95472,1282,47,-7,-2,34,-4,-32,8,1894,1904.254,0.541393875,99.45860612,1904,0.527983105,99.4720169
211,47,100822,1778,21,-4,2,87,-13,-32,8,1020,1109.322,8.757058824,91.24294118,1109,8.725490196,91.2745098
129,47,14512,346,4,-21,-1,-21,-26,-37,15,241,272.726,13.16431535,86.83568465,273,13.2780083,86.7219917
143,13,39387,1031,50,-16,-1,51,-33,-38,13,1808,1701.563,5.887002212,94.11299779,1702,5.862831858,94.13716814
191,13,107333,2838,8,-10,-1,21,-32,-38,12,2930,2880.176,1.700477816,98.29952218,2880,1.706484642,98.29351536
117,12,30680,684,19,-47,-23,-52,-63,-40,12,1074,1117.667,4.065828678,95.93417132,1118,4.096834264,95.90316574
264,1,144962,798,0,-11,-2,46,-2,-16,2,2437,2468.833,1.306237177,98.69376282,2469,1.313089865,98.68691014
252,13,297429,1744,26,-14,-4,28,-29,-35,9,6070,6033.535,0.600741351,99.39925865,6034,0.593080725,99.40691928
321,28,135803,905,36,-11,-7,-1,3,-18,4,3581,3550.047,0.864367495,99.1356325,3550,0.865679978,99.13432002
261,12,666507,3273,147,-24,-16,-24,-39,-33,9,13086,13018.34,0.517041113,99.48295889,13018,0.519639309,99.48036069
173,51,58465,471,9,-16,1,104,-22,-14,3,1620,1573.396,2.876790123,97.12320988,1573,2.901234568,97.09876543
212,47,102871,2049,13,-6,0,62,-12,-33,8,1033,1096.716,6.168054211,93.83194579,1097,6.195546951,93.80445305
289,37,238939,2532,18,-11,-1,52,-20,-29,7,3874,3874.826,0.021321631,99.97867837,3875,0.025813113,99.97418689
226,13,234964,2816,82,-12,-4,17,-30,-37,10,4538,4374.253,3.608351697,96.3916483,4374,3.61392684,96.38607316
86,12,2352,491,6,-40,-14,-34,-51,-42,18,29,39.546,36.36551724,63.63448276,40,37.93103448,62.06896552
163,13,54011,1101,46,-9,2,44,-35,-35,11,2375,2443.595,2.888210526,97.11178947,2444,2.905263158,97.09473684
181,47,42297,2125,8,-3,-1,65,-11,-31,9,592,621.133,4.921114865,95.07888514,621,4.898648649,95.10135135
295,21,90996,1452,21,-11,0,75,-3,-25,6,1363,1430.466,4.949816581,95.05018342,1430,4.915627293,95.08437271
128,47,14166,228,-2,-12,6,35,-20,-35,11,237,249.305,5.191983122,94.80801688,249,5.063291139,94.93670886
270,13,330612,1442,40,-13,-6,58,-25,-11,2,6914,6920.926,0.100173561,99.89982644,6921,0.101243853,99.89875615
234,47,140844,1669,61,-12,-6,47,-14,-30,8,1549,1977.153,27.64060684,72.35939316,1977,27.6307295,72.3692705
87,13,2367,524,5,-35,-9,33,-45,-42,18,65,33.163,48.98,51.02,33,49.23076923,50.76923077
257,12,656485,2395,8,-27,-18,-42,-46,-23,6,12608,12681.153,0.580210977,99.41978902,12681,0.578997462,99.42100254
279,1,159713,544,1,-7,-2,21,-6,-24,4,2559,2567.616,0.336694021,99.66330598,2568,0.351699883,99.64830012
197,37,91563,1816,16,-9,1,64,-25,-35,9,1568,1845.062,17.66977041,82.33022959,1845,17.66581633,82.33418367
240,13,272456,2819,82,-15,-7,20,-33,-33,10,5393,5340.173,0.979547562,99.02045244,5340,0.982755424,99.01724458
316,28,130665,1271,17,-7,-5,6,5,-24,6,3514,3366.927,4.185344337,95.81465566,3367,4.183266932,95.81673307
221,21,34758,962,8,-9,10,236,12,-8,0,772,796.757,3.206865285,96.79313472,797,3.238341969,96.76165803
249,51,126926,1199,1,-14,3,144,-16,-16,1,2678,2163.896,19.19731143,80.80268857,2164,19.19342793,80.80657207
162,21,11883,175,7,-4,11,81,-9,-32,9,484,492.229,1.700206612,98.29979339,492,1.652892562,98.34710744
253,13,299621,2192,58,-14,-7,37,-31,-34,8,6128,6146.148,0.296148825,99.70385117,6146,0.293733681,99.70626632
149,37,25413,784,33,-15,0,21,-30,-34,13,827,876.572,5.994195889,94.00580411,877,6.045949214,93.95405079
311,28,125885,1031,14,-13,-12,0,1,-18,4,3433,3420.846,0.354034372,99.64596563,3421,0.3495485,99.6504515
166,21,12445,0,0,-8,7,141,-1,-13,1,499,502.9,0.781563126,99.21843687,503,0.801603206,99.19839679
157,51,49397,865,7,-22,-3,50,-35,-40,15,1460,1500.044,2.742739726,97.25726027,1500,2.739726027,97.26027397
107,47,6262,426,7,-25,-3,1,-31,-42,15,141,144.787,2.685815603,97.3141844,145,2.836879433,97.16312057
216,51,94251,1145,26,-12,0,27,-36,-40,13,2244,2176.967,2.987210339,97.01278966,2177,2.98573975,97.01426025
301,12,776215,4226,56,-21,-12,-23,-36,-29,8,16505,16498.9,0.036958497,99.9630415,16499,0.03635262,99.96364738
286,28,105941,1009,14,-10,-8,18,4,-27,6,3115,2999.544,3.706452648,96.29354735,3000,3.691813804,96.3081862
309,47,269802,3445,24,-12,-4,35,-18,-23,7,3478,3770.001,8.395658424,91.60434158,3770,8.395629672,91.60437033
148,28,14372,328,21,1,5,22,-2,-28,9,692,648.321,6.31199422,93.68800578,648,6.358381503,93.6416185
285,45,157406,785,1,-11,-5,3,6,-16,4,3552,3444.293,3.032291667,96.96770833,3444,3.040540541,96.95945946
206,1,76136,1792,40,-11,-3,37,0,-30,10,1439,1591.014,10.56386379,89.43613621,1591,10.5628909,89.4371091
284,45,156621,945,21,-12,-3,31,-5,-10,3,3551,3448.083,2.898254013,97.10174599,3448,2.900591383,97.09940862
319,28,134309,969,3,-10,-6,23,6,-11,2,3543,3417.531,3.541320914,96.45867909,3418,3.528083545,96.47191645
202,12,355899,10287,90,-23,-14,-20,-42,-37,11,5072,5085.973,0.275492902,99.7245071,5086,0.276025237,99.72397476
320,37,312235,3117,50,-14,-4,13,-28,-14,3,4806,4782.716,0.484477736,99.51552226,4783,0.478568456,99.52143154
324,28,140429,1638,23,-11,-5,2,4,-19,5,3642,3560.408,2.240307523,97.75969248,3560,2.251510159,97.74848984
184,28,28770,0,0,10,13,41,10,-31,7,1092,1071.974,1.833882784,98.16611722,1072,1.831501832,98.16849817
250,45,124952,663,10,0,5,96,3,-20,1,2887,2723.596,5.659993072,94.34000693,2724,5.645999307,94.35400069
248,28,85939,823,22,-8,-3,30,13,-26,4,2558,2535.357,0.885183737,99.11481626,2535,0.899139953,99.10086005
164,45,17170,729,5,-6,5,44,4,-29,8,593,624.863,5.373187184,94.62681282,625,5.396290051,94.60370995
146,13,41622,532,3,-23,-4,67,-51,-70,20,1830,1703.234,6.927103825,93.07289617,1703,6.93989071,93.06010929
155,21,10410,225,8,-3,16,98,-10,-32,9,450,451.6,0.355555556,99.64444444,452,0.444444444,99.55555556
97,37,2870,285,2,-36,-10,22,-46,-44,16,33,47.439,43.75454545,56.24545455,47,42.42424242,57.57575758
199,47,73819,2279,19,-9,1,89,-9,-32,8,815,863.114,5.903558282,94.09644172,863,5.889570552,94.11042945
121,28,7212,643,32,-10,6,15,-14,-35,12,282,268.556,4.767375887,95.23262411,269,4.609929078,95.39007092
152,37,28590,916,9,-15,1,75,-25,-15,4,886,877.473,0.96241535,99.03758465,877,1.015801354,98.98419865
237,37,158678,1389,4,-15,-3,48,-26,-33,8,2535,2543.95,0.353057199,99.6469428,2544,0.355029586,99.64497041
212,13,186426,4183,29,-11,-3,18,-33,-38,11,3671,3676.649,0.153881776,99.84611822,3677,0.163443203,99.8365568
105,12,20984,590,72,-46,-23,-52,-56,-48,20,571,630.405,10.40367776,89.59632224,630,10.33274956,89.66725044
161,51,52177,439,18,-15,1,85,-33,-39,13,1514,1546.643,2.156076618,97.84392338,1547,2.179656539,97.82034346
318,12,858585,6760,73,-21,-12,-24,-37,-27,8,17445,17523.407,0.449452565,99.55054743,17523,0.447119518,99.55288048
247,51,124779,1111,10,-11,0,59,-29,-39,10,2662,2568.896,3.497520661,96.50247934,2569,3.493613824,96.50638618
230,1,109004,571,27,-9,-2,30,-3,-29,6,1925,2008.56,4.340779221,95.65922078,2009,4.363636364,95.63636364
98,37,3221,351,13,-36,-9,24,-44,-45,18,46,62.489,35.84565217,64.15434783,62,34.7826087,65.2173913
123,28,7441,229,10,-16,8,28,-15,-22,6,291,287.506,1.200687285,98.79931271,288,1.030927835,98.96907216
120,28,6569,0,0,-11,2,-7,-18,-37,14,250,226.647,9.3412,90.6588,227,9.2,90.8
121,47,10735,603,7,-18,2,0,-25,-39,14,199,228.854,15.00201005,84.99798995,229,15.07537688,84.92462312
135,13,33657,326,22,-17,-2,21,-40,-40,15,1527,1479.389,3.11794368,96.88205632,1479,3.143418468,96.85658153
330,51,228901,2600,21,2,28,25,-26,-43,11,4029,3986.068,1.065574584,98.93442542,3986,1.067262348,98.93273765
91,1,999,52,7,-36,-11,-23,-26,-40,17,13,25.705,97.73076923,2.269230769,26,100,0
302,1,187706,1269,19,-13,-3,-15,-14,-24,7,2911,2929.564,0.637718997,99.362281,2930,0.652696668,99.34730333
273,1,153554,571,16,-11,-7,9,-10,-22,6,2517,2521.723,0.187644021,99.81235598,2522,0.198649186,99.80135081
282,47,209447,1992,63,-8,-2,69,-9,-27,5,2705,2702.999,0.073974122,99.92602588,2703,0.073937153,99.92606285
88,21,394,92,1,-38,-6,100,-28,-29,9,9,6.564,27.06666667,72.93333333,7,22.22222222,77.77777778
202,45,71445,1459,9,-7,1,47,-6,-31,8,1164,1240.619,6.582388316,93.41761168,1241,6.615120275,93.38487973
104,28,3087,145,13,-27,-9,-14,-28,-40,14,111,89.222,19.61981982,80.38018018,89,19.81981982,80.18018018
287,28,106817,876,25,-8,-3,27,6,-20,4,3140,3094.136,1.460636943,98.53936306,3094,1.464968153,98.53503185
193,21,19121,451,2,-12,9,211,11,-9,1,622,672.938,8.189389068,91.81061093,673,8.199356913,91.80064309
289,13,358533,1864,22,-11,-4,22,-29,-30,8,7492,7462.946,0.38780032,99.61219968,7463,0.387079552,99.61292045
233,13,254163,2939,55,-16,-8,-2,-33,-35,11,4904,4749.467,3.151162316,96.84883768,4749,3.160685155,96.83931485
120,1,7105,158,17,-22,-4,-11,-24,-39,16,260,238.424,8.298461538,91.70153846,238,8.461538462,91.53846154
172,45,23786,1155,5,-4,15,104,17,-8,1,644,673.637,4.602018634,95.39798137,674,4.658385093,95.34161491
238,12,599176,2665,183,-25,-15,-26,-42,-35,10,10580,10424.64,1.468431002,98.531569,10425,1.465028355,98.53497164
96,12,11961,788,26,-57,-33,-70,-70,-45,15,221,260.811,18.01402715,81.98597285,261,18.09954751,81.90045249
282,45,154755,1050,12,-7,-3,36,0,-24,6,3514,3441.885,2.052219693,97.94778031,3442,2.048947069,97.95105293
104,13,13289,1086,34,-38,-16,-6,-52,-48,18,481,450.794,6.27983368,93.72016632,451,6.237006237,93.76299376
267,1,147153,569,31,-8,-5,14,-7,-24,6,2488,2490.427,0.097548232,99.90245177,2490,0.080385852,99.91961415
248,1,130393,1108,33,-5,1,40,7,-29,5,2266,2327.833,2.728729038,97.27127096,2328,2.736098853,97.26390115
239,37,161466,1342,36,-13,-3,50,-27,-32,8,2606,2585.64,0.781273983,99.21872602,2586,0.767459708,99.23254029
327,45,206295,1277,9,-8,0,6,4,-11,3,4283,4236.758,1.079663787,98.92033621,4237,1.074013542,98.92598646
315,21,124646,2079,14,-13,-1,37,-7,-26,7,1590,1626.208,2.277232704,97.7227673,1626,2.264150943,97.73584906
248,51,125727,948,15,-12,1,85,-26,-40,10,2677,2633.078,1.640717221,98.35928278,2633,1.64363093,98.35636907
90,1,947,117,2,-33,-10,10,-25,-38,14,6,13.985,133.0833333,-33.08333333,14,133.3333333,-33.33333333
126,28,8422,215,32,-5,11,15,-10,-33,11,374,346.62,7.320855615,92.67914439,347,7.219251337,92.78074866
231,21,40299,608,12,-11,1,65,-11,-30,7,830,859.707,3.579156627,96.42084337,860,3.614457831,96.38554217
273,28,98190,1141,48,-8,-4,24,3,-18,4,2969,2861.115,3.633715056,96.36628494,2861,3.637588414,96.36241159
185,12,175718,9415,67,-19,0,-6,-42,-53,16,3684,3410.584,7.421715527,92.57828447,3411,7.410423453,92.58957655
184,51,63735,532,30,-2,12,112,-23,-41,10,1816,1570.331,13.52802863,86.47197137,1570,13.54625551,86.45374449
171,21,13454,257,2,-8,9,147,-5,-33,6,522,536.462,2.770498084,97.22950192,536,2.681992337,97.31800766
218,1,94819,972,30,-2,4,51,0,-30,7,1698,1826.905,7.591578327,92.40842167,1827,7.597173145,92.40282686
169,47,32143,313,4,1,8,98,-12,-29,7,497,509.85,2.585513078,97.41448692,510,2.615694165,97.38430584
131,45,7653,122,1,-17,11,26,-14,-26,4,331,327.28,1.123867069,98.87613293,327,1.208459215,98.79154079
314,13,406904,1648,29,-15,-7,12,-32,-27,8,8223,8253.398,0.369670437,99.63032956,8253,0.364830354,99.63516965
